# DataSuite 2 reference corpus – slug <TAB> reference text, sorted by slug. See README.md.
method:ets	Hyndman RJ, Koehler AB, Ord JK, Snyder RD (2008). _Forecasting with Exponential Smoothing: The State Space Approach_. Springer, Berlin. doi:10.1007/978-3-540-71918-2
method:fabia	Hochreiter S, Bodenhofer U, Heusel M, Mayr A, Mitterecker A, Kasim A, Khamiakova T, Van Sanden S, Lin D, Talloen W, Bijnens L, Göhlmann HWH, Shkedy Z, Clevert D (2010). “FABIA: Factor Analysis for Bicluster Acquisition.” _Bioinformatics_, *26*(12), 1520-1527. doi:10.1093/bioinformatics/btq227
method:fine-gray	Fine JP, Gray RJ (1999). “A proportional hazards model for the subdistribution of a competing risk.” _Journal of the American Statistical Association_, *94*(446), 496-509. doi:10.1080/01621459.1999.10474144
method:fisher-g-test	Fisher RA (1929). “Tests of significance in harmonic analysis.” _Proceedings of the Royal Society of London. Series A_, *125*(796), 54-59. doi:10.1098/rspa.1929.0151
method:fisher-z-homogeneity	Hedges LV, Olkin I (1985). _Statistical Methods for Meta-Analysis_. Academic Press, Orlando, FL.
method:fisher-z-transformation	Fisher RA (1921). “On the ‘probable error’ of a coefficient of correlation deduced from a small sample.” _Metron_, *1*(4), 3-32.
method:fleiss-kappa	Fleiss JL (1971). “Measuring nominal scale agreement among many raters.” _Psychological Bulletin_, *76*(5), 378-382. doi:10.1037/h0031619
method:fleiss-kappa	Conger AJ (1980). “Integration and generalization of kappas for multiple raters.” _Psychological Bulletin_, *88*(2), 322-328. doi:10.1037/0033-2909.88.2.322
method:fleming-harrington	Fleming TR, Harrington DP (1984). “Nonparametric estimation of the survival distribution in censored data.” _Communications in Statistics - Theory and Methods_, *13*(20), 2469-2486. doi:10.1080/03610928408828837
method:force-directed-graph-drawing	Barnes J, Hut P (1986). “A hierarchical O(N log N) force-calculation algorithm.” _Nature_, *324*(6096), 446-449. doi:10.1038/324446a0	background
method:force-directed-graph-drawing	Fruchterman TMJ, Reingold EM (1991). “Graph drawing by force-directed placement.” _Software: Practice and Experience_, *21*(11), 1129-1164. doi:10.1002/spe.4380211102
method:freedman-diaconis	Freedman D, Diaconis P (1981). “On the histogram as a density estimator: L₂ theory.” _Zeitschrift für Wahrscheinlichkeitstheorie und Verwandte Gebiete_, *57*(4), 453-476. doi:10.1007/BF01025868
method:freedman-lane	Freedman D, Lane D (1983). “A nonstochastic interpretation of reported significance levels.” _Journal of Business & Economic Statistics_, *1*(4), 292-298. doi:10.1080/07350015.1983.10509354
method:g-rho	Harrington DP, Fleming TR (1982). “A class of rank test procedures for censored survival data.” _Biometrika_, *69*(3), 553-566. doi:10.1093/biomet/69.3.553
method:gap-statistic	Tibshirani R, Walther G, Hastie T (2001). “Estimating the number of clusters in a data set via the gap statistic.” _Journal of the Royal Statistical Society: Series B (Statistical Methodology)_, *63*(2), 411-423. doi:10.1111/1467-9868.00293
method:generalized-rating-scale	Muraki E (1990). “Fitting a polytomous item response model to Likert-type data.” _Applied Psychological Measurement_, *14*(1), 59-71. doi:10.1177/014662169001400106
method:geomin	Yates A (1987). _Multivariate Exploratory Data Analysis: A Perspective on Exploratory Factor Analysis_. State University of New York Press, Albany.
method:ggum	Roberts JS, Donoghue JR, Laughlin JE (2000). “A general item response theory model for unfolding unidimensional polytomous responses.” _Applied Psychological Measurement_, *24*(1), 3-32. doi:10.1177/01466216000241001
method:gini-simpson	Simpson EH (1949). “Measurement of diversity.” _Nature_, *163*(4148), 688. doi:10.1038/163688a0
method:gompertz	Gompertz B (1825). “On the nature of the function expressive of the law of human mortality, and on a new mode of determining the value of life contingencies.” _Philosophical Transactions of the Royal Society of London_, *115*, 513-583. doi:10.1098/rstl.1825.0026
method:goodman-kruskal-gamma	Goodman LA, Kruskal WH (1954). “Measures of association for cross classifications.” _Journal of the American Statistical Association_, *49*(268), 732-764. doi:10.1080/01621459.1954.10501231
method:goodman-kruskal-gamma	Goodman LA, Kruskal WH (1963). “Measures of association for cross classifications III: approximate sampling theory.” _Journal of the American Statistical Association_, *58*(302), 310-364. doi:10.1080/01621459.1963.10500850
method:gpcm	Masters GN (1982). “A Rasch model for partial credit scoring.” _Psychometrika_, *47*(2), 149-174. doi:10.1007/BF02296272
method:gpcm	Muraki E (1992). “A generalized partial credit model: application of an EM algorithm.” _Applied Psychological Measurement_, *16*(2), 159-176. doi:10.1177/014662169201600206
method:graded-response	Samejima F (1969). “Estimation of latent ability using a response pattern of graded scores.” _Psychometrika_, *34*(S1), 1-97. doi:10.1007/BF03372160
method:gray-test	Gray RJ (1988). “A class of K-sample tests for comparing the cumulative incidence of a competing risk.” _The Annals of Statistics_, *16*(3), 1141-1154. doi:10.1214/aos/1176350951
method:greatest-lower-bound	Bentler PM (1972). “A lower-bound method for the dimension-free measurement of internal consistency.” _Social Science Research_, *1*(4), 343-357. doi:10.1016/0049-089X(72)90082-8
method:greatest-lower-bound	Ten Berge JMF, Sočan G (2004). “The greatest lower bound to the reliability of a test and the hypothesis of unidimensionality.” _Psychometrika_, *69*(4), 613-625. doi:10.1007/BF02289858
method:greatest-lower-bound	Revelle W, Zinbarg RE (2009). “Coefficients alpha, beta, omega, and the glb: comments on Sijtsma.” _Psychometrika_, *74*(1), 145-154. doi:10.1007/s11336-008-9102-z
method:guerrero-lambda	Guerrero VM (1993). “Time-series analysis supported by power transformations.” _Journal of Forecasting_, *12*(1), 37-48. doi:10.1002/for.3980120104
method:guttman-lambda	Guttman L (1945). “A basis for analyzing test-retest reliability.” _Psychometrika_, *10*(4), 255-282. doi:10.1007/BF02288892
method:guttman-lambda	Ten Berge JMF, Zegers FE (1978). “A series of lower bounds to the reliability of a test.” _Psychometrika_, *43*(4), 575-579. doi:10.1007/BF02293815
method:hartigan-index	Hartigan JA (1975). _Clustering Algorithms_. John Wiley & Sons, New York.
method:hartigan-wong	Hartigan JA, Wong MA (1979). “Algorithm AS 136: A K-means clustering algorithm.” _Journal of the Royal Statistical Society. Series C (Applied Statistics)_, *28*(1), 100-108. doi:10.2307/2346830
method:hierarchical-edge-bundling	Holten D (2006). “Hierarchical edge bundles: visualization of adjacency relations in hierarchical data.” _IEEE Transactions on Visualization and Computer Graphics_, *12*(5), 741-748. doi:10.1109/TVCG.2006.147
method:hittner-overlapping-z	Hittner JB, May K, Silver NC (2003). “A Monte Carlo evaluation of tests for comparing dependent correlations.” _The Journal of General Psychology_, *130*(2), 149-168. doi:10.1080/00221300309601282
method:hochberg	Hochberg Y (1988). “A sharper Bonferroni procedure for multiple tests of significance.” _Biometrika_, *75*(4), 800-802. doi:10.1093/biomet/75.4.800
method:hodges-lehmann	Wilcoxon F (1945). “Individual comparisons by ranking methods.” _Biometrics Bulletin_, *1*(6), 80-83. doi:10.2307/3001968
method:hodges-lehmann	Hodges JL, Lehmann EL (1963). “Estimates of location based on rank tests.” _The Annals of Mathematical Statistics_, *34*(2), 598-611. doi:10.1214/aoms/1177704172
method:hoeffding-d	Hoeffding W (1948). “A non-parametric test of independence.” _The Annals of Mathematical Statistics_, *19*(4), 546-557. doi:10.1214/aoms/1177730150
method:hoeffding-d	Blum JR, Kiefer J, Rosenblatt M (1961). “Distribution free tests of independence based on the sample distribution function.” _The Annals of Mathematical Statistics_, *32*(2), 485-498. doi:10.1214/aoms/1177705055
method:holm	Holm S (1979). “A simple sequentially rejective multiple test procedure.” _Scandinavian Journal of Statistics_, *6*(2), 65-70.
method:holt-linear-trend	Holt CC (2004). “Forecasting seasonals and trends by exponentially weighted moving averages.” _International Journal of Forecasting_, *20*(1), 5-10. doi:10.1016/j.ijforecast.2003.09.015
method:holt-winters	Winters PR (1960). “Forecasting sales by exponentially weighted moving averages.” _Management Science_, *6*(3), 324-342. doi:10.1287/mnsc.6.3.324
method:hommel	Hommel G (1988). “A stagewise rejective multiple test procedure based on a modified Bonferroni test.” _Biometrika_, *75*(2), 383-386. doi:10.1093/biomet/75.2.383
method:hopkins-statistic	Hopkins B, Skellam JG (1954). “A new method for determining the type of distribution of plant individuals.” _Annals of Botany_, *18*(2), 213-227. doi:10.1093/oxfordjournals.aob.a083391
method:hopkins-statistic	Lawson RG, Jurs PC (1990). “New index for clustering tendency and its application to chemical problems.” _Journal of Chemical Information and Computer Sciences_, *30*(1), 36-41. doi:10.1021/ci00065a010
method:icc	Shrout PE, Fleiss JL (1979). “Intraclass correlations: uses in assessing rater reliability.” _Psychological Bulletin_, *86*(2), 420-428. doi:10.1037/0033-2909.86.2.420
method:icc	McGraw KO, Wong SP (1996). “Forming inferences about some intraclass correlation coefficients.” _Psychological Methods_, *1*(1), 30-46. doi:10.1037/1082-989X.1.1.30
method:icc	Koo TK, Li MY (2016). “A guideline of selecting and reporting intraclass correlation coefficients for reliability research.” _Journal of Chiropractic Medicine_, *15*(2), 155-163. doi:10.1016/j.jcm.2016.02.012
method:ideal-point	Maydeu-Olivares A, Hernández A, McDonald RP (2006). “A multidimensional ideal point item response theory model for binary data.” _Multivariate Behavioral Research_, *41*(4), 445-472. doi:10.1207/s15327906mbr4104_2
method:infit-outfit	Linacre JM (2002). “What do infit and outfit, mean-square and standardized mean?” _Rasch Measurement Transactions_, *16*(2), 878.
method:infomax-rotation	McKeon JJ (1968). “Rotation for maximum association between factors and tests.” Unpublished manuscript, Biometric Laboratory, George Washington University, Washington, DC.
method:interpolated-median-ci	Hettmansperger TP, Sheather SJ (1986). “Confidence intervals based on interpolated order statistics.” _Statistics & Probability Letters_, *4*(2), 75-79. doi:10.1016/0167-7152(86)90021-0
method:interval-censored-cox	Finkelstein DM (1986). “A proportional hazards model for interval-censored failure time data.” _Biometrics_, *42*(4), 845-854. doi:10.2307/2530698
method:interval-censored-cox	Pan W (1999). “Extending the iterative convex minorant algorithm to the Cox model for interval-censored data.” _Journal of Computational and Graphical Statistics_, *8*(1), 109-120. doi:10.1080/10618600.1999.10474804
method:invariant-item-ordering	Sijtsma K, Junker BW (1996). “A survey of theory and methods of invariant item ordering.” _British Journal of Mathematical and Statistical Psychology_, *49*(1), 79-105. doi:10.1111/j.2044-8317.1996.tb01076.x
method:invariant-item-ordering	Ligtvoet R, Van der Ark LA, Te Marvelde JM, Sijtsma K (2010). “Investigating an invariant item ordering for polytomously scored items.” _Educational and Psychological Measurement_, *70*(4), 578-595. doi:10.1177/0013164409355697
method:invariant-item-ordering	Ligtvoet R, Van der Ark LA, Bergsma WP, Sijtsma K (2011). “Polytomous latent scales for the investigation of the ordering of items.” _Psychometrika_, *76*(2), 200-216. doi:10.1007/s11336-010-9199-8
method:irt-true-score-equating	Kolen MJ, Brennan RL (2014). _Test Equating, Scaling, and Linking: Methods and Practices_, 3rd edition. Springer, New York. doi:10.1007/978-1-4939-0317-7
method:isotonic-regression	Barlow RE, Bartholomew DJ, Bremner JM, Brunk HD (1972). _Statistical Inference Under Order Restrictions: The Theory and Application of Isotonic Regression_. Wiley, London.
method:jaccard	Jaccard P (1912). “The distribution of the flora in the alpine zone.” _New Phytologist_, *11*(2), 37-50. doi:10.1111/j.1469-8137.1912.tb05611.x
method:jarque-bera	Jarque CM, Bera AK (1980). “Efficient tests for normality, homoscedasticity and serial independence of regression residuals.” _Economics Letters_, *6*(3), 255-259. doi:10.1016/0165-1765(80)90024-5
method:jarque-bera	Jarque CM, Bera AK (1987). “A test for normality of observations and regression residuals.” _International Statistical Review_, *55*(2), 163-172. doi:10.2307/1403192
method:jennrich-matrix-equality	Jennrich RI (1970). “An asymptotic χ² test for the equality of two correlation matrices.” _Journal of the American Statistical Association_, *65*(330), 904-912. doi:10.1080/01621459.1970.10481133
method:k-means	MacQueen J (1967). “Some methods for classification and analysis of multivariate observations.” In _Proceedings of the Fifth Berkeley Symposium on Mathematical Statistics and Probability, Volume 1: Statistics_, 281-297. University of California Press, Berkeley.
method:kaplan-meier	Kaplan EL, Meier P (1958). “Nonparametric estimation from incomplete observations.” _Journal of the American Statistical Association_, *53*(282), 457-481. doi:10.1080/01621459.1958.10501452
method:kendall-tau	Kendall MG (1938). “A new measure of rank correlation.” _Biometrika_, *30*(1-2), 81-93. doi:10.1093/biomet/30.1-2.81
method:kendall-tau	Kendall MG (1945). “The treatment of ties in ranking problems.” _Biometrika_, *33*(3), 239-251. doi:10.1093/biomet/33.3.239
method:kendall-tau	Fieller EC, Hartley HO, Pearson ES (1957). “Tests for rank correlation coefficients. I.” _Biometrika_, *44*(3-4), 470-481. doi:10.1093/biomet/44.3-4.470
method:kendall-tau	Brown MB, Benedetti JK (1977). “Sampling behavior of tests for correlation in two-way contingency tables.” _Journal of the American Statistical Association_, *72*(358), 309-315. doi:10.1080/01621459.1977.10480995
method:kendall-w	Kendall MG, Babington Smith B (1939). “The problem of m rankings.” _The Annals of Mathematical Statistics_, *10*(3), 275-287. doi:10.1214/aoms/1177732186
method:kendall-w	Kendall MG (1948). _Rank Correlation Methods_. Charles Griffin & Company, London.
method:kernel-density-estimation	Rosenblatt M (1956). “Remarks on some nonparametric estimates of a density function.” _The Annals of Mathematical Statistics_, *27*(3), 832-837. doi:10.1214/aoms/1177728190
method:kernel-density-estimation	Parzen E (1962). “On estimation of a probability density function and mode.” _The Annals of Mathematical Statistics_, *33*(3), 1065-1076. doi:10.1214/aoms/1177704472
method:kpss	Kwiatkowski D, Phillips PCB, Schmidt P, Shin Y (1992). “Testing the null hypothesis of stationarity against the alternative of a unit root: How sure are we that economic time series have a unit root?” _Journal of Econometrics_, *54*(1-3), 159-178. doi:10.1016/0304-4076(92)90104-Y
method:krippendorff-alpha	Krippendorff K (1970). “Estimating the reliability, systematic error and random error of interval data.” _Educational and Psychological Measurement_, *30*(1), 61-70. doi:10.1177/001316447003000105
method:krippendorff-alpha	Krippendorff K (2004). _Content Analysis: An Introduction to Its Methodology_, 2nd edition. Sage, Thousand Oaks.
method:krippendorff-alpha	Hayes AF, Krippendorff K (2007). “Answering the call for a standard reliability measure for coding data.” _Communication Methods and Measures_, *1*(1), 77-89. doi:10.1080/19312450709336664
method:landis-koch	Landis JR, Koch GG (1977). “The measurement of observer agreement for categorical data.” _Biometrics_, *33*(1), 159-174. doi:10.2307/2529310
method:ld-x2	Chen WH, Thissen D (1997). “Local dependence indexes for item pairs using item response theory.” _Journal of Educational and Behavioral Statistics_, *22*(3), 265-289. doi:10.3102/10769986022003265
method:ld-x2	Edwards MC, Houts CR, Cai L (2018). “A diagnostic procedure to detect departures from local independence in item response theory models.” _Psychological Methods_, *23*(1), 138-149. doi:10.1037/met0000121
method:levene-test	Levene H (1960). “Robust tests for equality of variances.” In Olkin I, Ghurye SG, Hoeffding W, Madow WG, Mann HB (eds.), _Contributions to Probability and Statistics: Essays in Honor of Harold Hotelling_, 278-292. Stanford University Press, Stanford, CA.
method:levene-test	Brown MB, Forsythe AB (1974). “Robust tests for the equality of variances.” _Journal of the American Statistical Association_, *69*(346), 364-367. doi:10.1080/01621459.1974.10482955
method:light-kappa	Light RJ (1971). “Measures of response agreement for qualitative data: some generalizations and alternatives.” _Psychological Bulletin_, *76*(5), 365-377. doi:10.1037/h0031643
method:likelihood-ratio-test	Wilks SS (1938). “The large-sample distribution of the likelihood ratio for testing composite hypotheses.” _The Annals of Mathematical Statistics_, *9*(1), 60-62. doi:10.1214/aoms/1177732360	background
method:lilliefors	Lilliefors HW (1967). “On the Kolmogorov-Smirnov test for normality with mean and variance unknown.” _Journal of the American Statistical Association_, *62*(318), 399-402. doi:10.1080/01621459.1967.10482916
method:lilliefors	Dallal GE, Wilkinson L (1986). “An analytic approximation to the distribution of Lilliefors's test statistic for normality.” _The American Statistician_, *40*(4), 294-296. doi:10.1080/00031305.1986.10475419
method:ljung-box	Box GEP, Pierce DA (1970). “Distribution of residual autocorrelations in autoregressive-integrated moving average time series models.” _Journal of the American Statistical Association_, *65*(332), 1509-1526. doi:10.1080/01621459.1970.10481180
method:ljung-box	Ljung GM, Box GEP (1978). “On a measure of lack of fit in time series models.” _Biometrika_, *65*(2), 297-303. doi:10.1093/biomet/65.2.297
method:lloyd-forgy	Forgy EW (1965). “Cluster analysis of multivariate data: efficiency versus interpretability of classifications.” _Biometrics_, *21*(3), 768-769.
method:lloyd-forgy	Lloyd SP (1982). “Least squares quantization in PCM.” _IEEE Transactions on Information Theory_, *28*(2), 129-137. doi:10.1109/TIT.1982.1056489
method:log-rank	Mantel N (1966). “Evaluation of survival data and two new rank order statistics arising in its consideration.” _Cancer Chemotherapy Reports_, *50*(3), 163-170.
method:lowess	Cleveland WS (1979). “Robust locally weighted regression and smoothing scatterplots.” _Journal of the American Statistical Association_, *74*(368), 829-836. doi:10.1080/01621459.1979.10481038
method:m2	Maydeu-Olivares A, Joe H (2005). “Limited- and full-information estimation and goodness-of-fit testing in 2ⁿ contingency tables: a unified framework.” _Journal of the American Statistical Association_, *100*(471), 1009-1020. doi:10.1198/016214504000002069
method:m2	Maydeu-Olivares A, Joe H (2006). “Limited information goodness-of-fit testing in multidimensional contingency tables.” _Psychometrika_, *71*(4), 713-732. doi:10.1007/s11336-005-1295-9
method:m2	Cai L, Hansen M (2013). “Limited-information goodness-of-fit testing of hierarchical item factor models.” _British Journal of Mathematical and Statistical Psychology_, *66*(2), 245-276. doi:10.1111/j.2044-8317.2012.02050.x
method:mad-outlier-rule	Hampel FR (1974). “The influence curve and its role in robust estimation.” _Journal of the American Statistical Association_, *69*(346), 383-393. doi:10.1080/01621459.1974.10482962
method:mad-outlier-rule	Rousseeuw PJ, Croux C (1993). “Alternatives to the median absolute deviation.” _Journal of the American Statistical Association_, *88*(424), 1273-1283. doi:10.1080/01621459.1993.10476408
method:mad-outlier-rule	Leys C, Ley C, Klein O, Bernard P, Licata L (2013). “Detecting outliers: Do not use standard deviation around the mean, use absolute deviation around the median.” _Journal of Experimental Social Psychology_, *49*(4), 764-766. doi:10.1016/j.jesp.2013.03.013
method:mahalanobis-distance	Mahalanobis PC (1936). “On the generalised distance in statistics.” _Proceedings of the National Institute of Sciences of India_, *2*(1), 49-55.
method:map-scoring	Birnbaum A (1969). “Statistical theory for logistic mental test models with a prior distribution of ability.” _Journal of Mathematical Psychology_, *6*(2), 258-276. doi:10.1016/0022-2496(69)90005-4
method:map-scoring	Mislevy RJ (1986). “Bayes modal estimation in item response models.” _Psychometrika_, *51*(2), 177-195. doi:10.1007/BF02293979
method:mardia-multivariate-normality	Mardia KV (1970). “Measures of multivariate skewness and kurtosis with applications.” _Biometrika_, *57*(3), 519-530. doi:10.1093/biomet/57.3.519
method:mardia-multivariate-normality	Mardia KV (1974). “Applications of some measures of multivariate skewness and kurtosis in testing normality and robustness studies.” _Sankhyā: The Indian Journal of Statistics, Series B_, *36*(2), 115-128.	background
method:marginal-reliability	Green BF, Bock RD, Humphreys LG, Linn RL, Reckase MD (1984). “Technical guidelines for assessing computerized adaptive tests.” _Journal of Educational Measurement_, *21*(4), 347-360. doi:10.1111/j.1745-3984.1984.tb01039.x
method:martingale-residuals	Therneau TM, Grambsch PM, Fleming TR (1990). “Martingale-based residuals for survival models.” _Biometrika_, *77*(1), 147-160. doi:10.1093/biomet/77.1.147
method:mase	Hyndman RJ, Koehler AB (2006). “Another look at measures of forecast accuracy.” _International Journal of Forecasting_, *22*(4), 679-688. doi:10.1016/j.ijforecast.2006.03.001
method:mcdonald-omega	McDonald RP (1999). _Test Theory: A Unified Treatment_. Lawrence Erlbaum Associates, Mahwah.
method:mcquitty-linkage	McQuitty LL (1966). “Similarity analysis by reciprocal pairs for discrete and continuous data.” _Educational and Psychological Measurement_, *26*(4), 825-831. doi:10.1177/001316446602600402
method:median-ci	Thompson WR (1936). “On confidence ranges for the median and other expectation distributions for populations of unknown distribution form.” _The Annals of Mathematical Statistics_, *7*(3), 122-128. doi:10.1214/aoms/1177732502
method:mhrm	Cai L (2010). “High-dimensional exploratory item factor analysis by a Metropolis-Hastings Robbins-Monro algorithm.” _Psychometrika_, *75*(1), 33-57. doi:10.1007/s11336-009-9136-x
method:mhrm	Cai L (2010). “Metropolis-Hastings Robbins-Monro algorithm for confirmatory item factor analysis.” _Journal of Educational and Behavioral Statistics_, *35*(3), 307-335. doi:10.3102/1076998609353115
method:miller-madow-correction	Miller GA (1955). “Note on the bias of information estimates.” In Quastler H (ed.), _Information Theory in Psychology: Problems and Methods_, 95-100. Free Press, Glencoe, IL.
method:minimum-covariance-determinant	Rousseeuw PJ (1984). “Least median of squares regression.” _Journal of the American Statistical Association_, *79*(388), 871-880. doi:10.1080/01621459.1984.10477105
method:minimum-covariance-determinant	Rousseeuw PJ, Leroy AM (1987). _Robust Regression and Outlier Detection_. Wiley, New York.
method:minimum-entropy-rotation	Jennrich RI (2004). “Rotation to simple loadings using component loss functions: the orthogonal case.” _Psychometrika_, *69*(2), 257-273. doi:10.1007/BF02295943
method:mle-scoring	Lord FM (1983). “Unbiased estimators of ability parameters, of their variance, and of their parallel-forms reliability.” _Psychometrika_, *48*(2), 233-245. doi:10.1007/BF02294018
method:mml-em	Dempster AP, Laird NM, Rubin DB (1977). “Maximum likelihood from incomplete data via the EM algorithm.” _Journal of the Royal Statistical Society. Series B (Methodological)_, *39*(1), 1-22. doi:10.1111/j.2517-6161.1977.tb01600.x
method:mml-em	Bock RD, Aitkin M (1981). “Marginal maximum likelihood estimation of item parameters: application of an EM algorithm.” _Psychometrika_, *46*(4), 443-459. doi:10.1007/BF02293801
method:modified-z-score	Iglewicz B, Hoaglin DC (1993). _How to Detect and Handle Outliers_. ASQC Quality Press, Milwaukee.
method:mokken	Loevinger J (1948). “The technic of homogeneous tests compared with some aspects of scale analysis and factor analysis.” _Psychological Bulletin_, *45*(6), 507-529. doi:10.1037/h0055827
method:mokken	Molenaar IW, Sijtsma K (2000). _User's Manual MSP5 for Windows_. iecProGAMMA, Groningen.
method:mokken	Sijtsma K, Molenaar IW (2002). _Introduction to Nonparametric Item Response Theory_. Sage, Thousand Oaks, CA.
method:molenaar-sijtsma	Sijtsma K, Molenaar IW (1987). “Reliability of test scores in nonparametric item response theory.” _Psychometrika_, *52*(1), 79-97. doi:10.1007/BF02293957
method:molenaar-sijtsma	Molenaar IW, Sijtsma K (1988). “Mokken's approach to reliability estimation extended to multicategory items.” _Kwantitatieve Methoden_, *9*(28), 115-126.
method:molenaar-sijtsma	Van der Ark LA (2010). “Computation of the Molenaar Sijtsma statistic.” In _Classification as a Tool for Research_, 775-784. Springer, Berlin.
method:monotonic-polynomial	Liang L, Browne MW (2015). “A quasi-parametric method for fitting flexible item response functions.” _Journal of Educational and Behavioral Statistics_, *40*(1), 5-34. doi:10.3102/1076998614556816
method:monotonic-polynomial	Falk CF, Cai L (2016). “Maximum marginal likelihood estimation of a monotonic polynomial generalized partial credit model with applications to multiple group analysis.” _Psychometrika_, *81*(2), 434-460. doi:10.1007/s11336-014-9428-7
method:monotonicity	Junker BW, Sijtsma K (2000). “Latent and manifest monotonicity in item response models.” _Applied Psychological Measurement_, *24*(1), 65-81. doi:10.1177/01466216000241004
method:monte-carlo-em	Wei GCG, Tanner MA (1990). “A Monte Carlo implementation of the EM algorithm and the poor man's data augmentation algorithms.” _Journal of the American Statistical Association_, *85*(411), 699-704. doi:10.1080/01621459.1990.10474930
method:monte-carlo-significance-test	Barnard GA (1963). “Discussion of Professor Bartlett's paper.” _Journal of the Royal Statistical Society. Series B (Methodological)_, *25*(2), 294.	background
method:monte-carlo-significance-test	Hope ACA (1968). “A simplified Monte Carlo significance test procedure.” _Journal of the Royal Statistical Society. Series B (Methodological)_, *30*(3), 582-598. doi:10.1111/j.2517-6161.1968.tb00759.x
method:mover-ci	Zou GY (2007). “Toward using confidence intervals to compare correlations.” _Psychological Methods_, *12*(4), 399-413. doi:10.1037/1082-989X.12.4.399
method:moving-average	Macaulay FR (1931). _The Smoothing of Time Series_. National Bureau of Economic Research, New York.
method:multidimensional-irt	Reckase MD (1985). “The difficulty of test items that measure more than one ability.” _Applied Psychological Measurement_, *9*(4), 401-412. doi:10.1177/014662168500900409
method:multidimensional-irt	Bock RD, Gibbons R, Muraki E (1988). “Full-information item factor analysis.” _Applied Psychological Measurement_, *12*(3), 261-280. doi:10.1177/014662168801200305
method:multidimensional-irt	Reckase MD (2009). _Multidimensional Item Response Theory_. Springer, New York. doi:10.1007/978-0-387-89976-3
method:nelson-aalen	Nelson W (1972). “Theory and applications of hazard plotting for censored failure data.” _Technometrics_, *14*(4), 945-966. doi:10.1080/00401706.1972.10488991
method:nelson-aalen	Aalen O (1978). “Nonparametric inference for a family of counting processes.” _The Annals of Statistics_, *6*(4), 701-726. doi:10.1214/aos/1176344247
method:nominal-response	Bock RD (1972). “Estimating item parameters and latent ability when responses are scored in two or more nominal categories.” _Psychometrika_, *37*(1), 29-51. doi:10.1007/BF02291411
method:nominal-response	Thissen D, Cai L, Bock RD (2010). “The nominal categories item response model.” In Nering ML, Ostini R (eds.), _Handbook of Polytomous Item Response Theory Models_, 43-75. Routledge, New York.
method:noncentrality-interval	Steiger JH, Fouladi RT (1997). “Noncentrality interval estimation and the evaluation of statistical models.” In Harlow LL, Mulaik SA, Steiger JH (eds.), _What If There Were No Significance Tests?_, 221-257. Lawrence Erlbaum Associates, Mahwah, NJ.
method:normalized-mutual-information	Kvålseth TO (1987). “Entropy and correlation: some comments.” _IEEE Transactions on Systems, Man, and Cybernetics_, *17*(3), 517-519. doi:10.1109/TSMC.1987.4309069
method:oakes-information	Oakes D (1999). “Direct calculation of the information matrix via the EM algorithm.” _Journal of the Royal Statistical Society: Series B (Statistical Methodology)_, *61*(2), 479-482. doi:10.1111/1467-9868.00188
method:oakes-information	Chalmers RP (2018). “Numerical approximation of the observed information matrix with Oakes' identity.” _British Journal of Mathematical and Statistical Psychology_, *71*(3), 415-436. doi:10.1111/bmsp.12127
method:oblimax	Saunders DR (1961). “The rationale for an ‘oblimax’ method of transformation in factor analysis.” _Psychometrika_, *26*(3), 317-324. doi:10.1007/BF02289800
method:oblimin	Jennrich RI, Sampson PF (1966). “Rotation for simple loadings.” _Psychometrika_, *31*(3), 313-323. doi:10.1007/BF02289465
method:optimal-leaf-ordering	Bar-Joseph Z, Gifford DK, Jaakkola TS (2001). “Fast optimal leaf ordering for hierarchical clustering.” _Bioinformatics_, *17*(suppl_1), S22-S29. doi:10.1093/bioinformatics/17.suppl_1.S22
method:partial-autocorrelation	Levinson N (1946). “The Wiener RMS (root mean square) error criterion in filter design and prediction.” _Journal of Mathematics and Physics_, *25*(1-4), 261-278. doi:10.1002/sapm1946251261
method:partial-autocorrelation	Durbin J (1960). “The fitting of time-series models.” _Revue de l'Institut International de Statistique_, *28*(3), 233-244. doi:10.2307/1401322
method:partial-correlation	Yule GU (1897). “On the theory of correlation.” _Journal of the Royal Statistical Society_, *60*(4), 812-854. doi:10.2307/2979746
method:partially-compensatory	Sympson JB (1978). “A model for testing with multidimensional items.” In Weiss DJ (ed.), _Proceedings of the 1977 Computerized Adaptive Testing Conference_. University of Minnesota, Minneapolis.
method:partially-compensatory	Chalmers RP, Flora DB (2014). “Maximum-likelihood estimation of noncompensatory IRT models with the MH-RM algorithm.” _Applied Psychological Measurement_, *38*(5), 339-358. doi:10.1177/0146621614520958
method:pearson-correlation	Pearson K (1896). “Mathematical contributions to the theory of evolution. III. Regression, heredity, and panmixia.” _Philosophical Transactions of the Royal Society of London. Series A_, *187*, 253-318. doi:10.1098/rsta.1896.0007
method:percentile-bootstrap	Efron B (1979). “Bootstrap methods: another look at the jackknife.” _The Annals of Statistics_, *7*(1), 1-26. doi:10.1214/aos/1176344552
method:percentile-bootstrap	Efron B (1981). “Nonparametric standard errors and confidence intervals.” _The Canadian Journal of Statistics_, *9*(2), 139-158. doi:10.2307/3314608
method:periodogram	Schuster A (1898). “On the investigation of hidden periodicities with application to a supposed 26 day period of meteorological phenomena.” _Terrestrial Magnetism_, *3*(1), 13-41. doi:10.1029/TM003i001p00013
