# DataSuite 2 reference corpus – slug <TAB> reference text, sorted by slug. See README.md.
method:periodogram	Bloomfield P (2000). _Fourier Analysis of Time Series: An Introduction_, 2nd edition. Wiley, New York. doi:10.1002/0471722235
method:permutation-test	Pitman EJG (1937). “Significance tests which may be applied to samples from any populations.” _Supplement to the Journal of the Royal Statistical Society_, *4*(1), 119-130. doi:10.2307/2984124
method:permutation-test	Phipson B, Smyth GK (2010). “Permutation p-values should never be zero: calculating exact p-values when permutations are randomly drawn.” _Statistical Applications in Genetics and Molecular Biology_, *9*(1), Article 39. doi:10.2202/1544-6115.1585
method:person-fit-zh	Drasgow F, Levine MV, Williams EA (1985). “Appropriateness measurement with polychotomous item response models and standardized indices.” _British Journal of Mathematical and Statistical Psychology_, *38*(1), 67-86. doi:10.1111/j.2044-8317.1985.tb00817.x
method:person-fit-zh	Reise SP (1990). “A comparison of item- and person-fit methods of assessing model-data fit in IRT.” _Applied Psychological Measurement_, *14*(2), 127-137. doi:10.1177/014662169001400202
method:person-separation	Fisher WP (1992). “Reliability, separation, strata statistics.” _Rasch Measurement Transactions_, *6*(3), 238.
method:peto-peto	Peto R, Peto J (1972). “Asymptotically efficient rank invariant test procedures.” _Journal of the Royal Statistical Society. Series A (General)_, *135*(2), 185-207. doi:10.2307/2344317
method:phi-coefficient	Yule GU (1912). “On the methods of measuring association between two attributes.” _Journal of the Royal Statistical Society_, *75*(6), 579-652. doi:10.2307/2340126
method:phillips-perron	Perron P (1988). “Trends and random walks in macroeconomic time series: Further evidence from a new approach.” _Journal of Economic Dynamics and Control_, *12*(2-3), 297-332. doi:10.1016/0165-1889(88)90043-7
method:phillips-perron	Phillips PCB, Perron P (1988). “Testing for a unit root in time series regression.” _Biometrika_, *75*(2), 335-346. doi:10.1093/biomet/75.2.335
method:pie-chart	Playfair W (1801). _The Statistical Breviary_. Wallis, London.
method:pielou-evenness	Pielou EC (1966). “The measurement of diversity in different types of biological collections.” _Journal of Theoretical Biology_, *13*, 131-144. doi:10.1016/0022-5193(66)90013-0
method:plaid	Lazzeroni L, Owen A (2002). “Plaid models for gene expression data.” _Statistica Sinica_, *12*(1), 61-86.
method:plaid	Turner H, Bailey T, Krzanowski W (2005). “Improved biclustering of microarray data demonstrated through systematic performance tests.” _Computational Statistics & Data Analysis_, *48*(2), 235-254. doi:10.1016/j.csda.2004.02.003
method:point-biserial-correlation	Tate RF (1954). “Correlation between a discrete and a continuous variable. Point-biserial correlation.” _The Annals of Mathematical Statistics_, *25*(3), 603-607. doi:10.1214/aoms/1177728730
method:polychoric-correlation	Olsson U (1979). “Maximum likelihood estimation of the polychoric correlation coefficient.” _Psychometrika_, *44*(4), 443-460. doi:10.1007/BF02296207
method:polyserial-correlation	Olsson U, Drasgow F, Dorans NJ (1982). “The polyserial correlation coefficient.” _Psychometrika_, *47*(3), 337-347. doi:10.1007/BF02294164
method:promax	Hendrickson AE, White PO (1964). “Promax: a quick method for rotation to oblique simple structure.” _British Journal of Statistical Psychology_, *17*(1), 65-70. doi:10.1111/j.2044-8317.1964.tb00244.x
method:q3	Yen WM (1984). “Effects of local item dependence on the fit and equating performance of the three-parameter logistic model.” _Applied Psychological Measurement_, *8*(2), 125-145. doi:10.1177/014662168400800201
method:q3	Marais I (2013). “Local dependence.” In Christensen KB, Kreiner S, Mesbah M (eds.), _Rasch Models in Health_, 111-130. ISTE, London. doi:10.1002/9781118574454.ch7
method:q3	Christensen KB, Makransky G, Horton M (2017). “Critical values for Yen's Q3: identification of local dependence in the Rasch model using residual correlations.” _Applied Psychological Measurement_, *41*(3), 178-194. doi:10.1177/0146621616677520
method:qq-plot	Wilk MB, Gnanadesikan R (1968). “Probability plotting methods for the analysis of data.” _Biometrika_, *55*(1), 1-17. doi:10.1093/biomet/55.1.1
method:quartimax	Neuhaus JO, Wrigley C (1954). “The quartimax method: an analytic approach to orthogonal simple structure.” _British Journal of Statistical Psychology_, *7*(2), 81-91. doi:10.1111/j.2044-8317.1954.tb00147.x
method:quartimin	Carroll JB (1953). “An analytical solution for approximating simple structure in factor analysis.” _Psychometrika_, *18*(1), 23-38. doi:10.1007/BF02289025
method:rajski-coherence	Rajski C (1961). “A metric space of discrete probability distributions.” _Information and Control_, *4*(4), 371-377. doi:10.1016/S0019-9958(61)80055-7
method:ramsay-acceleration	Ramsay JO (1975). “Solving implicit equations in psychometric data analysis.” _Psychometrika_, *40*(3), 337-360. doi:10.1007/BF02291762
method:ramsey-reset	Ramsey JB (1969). “Tests for specification errors in classical linear least-squares regression analysis.” _Journal of the Royal Statistical Society. Series B (Methodological)_, *31*(2), 350-371. doi:10.1111/j.2517-6161.1969.tb00796.x
method:rasch	Rasch G (1960). _Probabilistic Models for Some Intelligence and Attainment Tests_. Danish Institute for Educational Research, Copenhagen.
method:rating-scale	Andrich D (1978). “A rating formulation for ordered response categories.” _Psychometrika_, *43*(4), 561-573. doi:10.1007/BF02293814
method:revelle-beta	Revelle W (1979). “Hierarchical cluster analysis and the internal structure of tests.” _Multivariate Behavioral Research_, *14*(1), 57-74. doi:10.1207/s15327906mbr1401_4
method:rmsea	Steiger JH, Lind JC (1980). “Statistically based tests for the number of common factors.” Paper presented at the annual meeting of the Psychometric Society, Iowa City.
method:rmsea	Browne MW, Cudeck R (1993). “Alternative ways of assessing model fit.” In Bollen KA, Long JS (eds.), _Testing Structural Equation Models_, 136-162. Sage, Newbury Park.
method:rmst	Irwin JO (1949). “The standard error of an estimate of expectation of life, with special reference to expectation of tumourless life in experiments with mice.” _The Journal of Hygiene_, *47*(2), 188-189. doi:10.1017/S0022172400014443
method:rmst	Royston P, Parmar MKB (2013). “Restricted mean survival time: an alternative to the hazard ratio for the design and analysis of randomized trials with a time-to-event outcome.” _BMC Medical Research Methodology_, *13*, 152. doi:10.1186/1471-2288-13-152	background
method:robust-sandwich	Lin DY, Wei LJ (1989). “The robust inference for the Cox proportional hazards model.” _Journal of the American Statistical Association_, *84*(408), 1074-1078. doi:10.1080/01621459.1989.10478874
method:rolling-origin-cv	Tashman LJ (2000). “Out-of-sample tests of forecasting accuracy: an analysis and review.” _International Journal of Forecasting_, *16*(4), 437-450. doi:10.1016/S0169-2070(00)00065-0
method:rolling-origin-cv	Bergmeir C, Benítez JM (2012). “On the use of cross-validation for time series predictor evaluation.” _Information Sciences_, *191*, 192-213. doi:10.1016/j.ins.2011.12.028
method:s-x2	Orlando M, Thissen D (2000). “Likelihood-based item-fit indices for dichotomous item response theory models.” _Applied Psychological Measurement_, *24*(1), 50-64. doi:10.1177/01466216000241003
method:s-x2	Orlando M, Thissen D (2003). “Further investigation of the performance of S-X²: an item fit index for use with dichotomous item response theory models.” _Applied Psychological Measurement_, *27*(4), 289-298. doi:10.1177/0146621603027004004
method:s-x2	Kang T, Chen TT (2008). “Performance of the generalized S-X² item fit index for polytomous IRT models.” _Journal of Educational Measurement_, *45*(4), 391-406. doi:10.1111/j.1745-3984.2008.00071.x
method:sample-skewness-kurtosis	Joanes DN, Gill CA (1998). “Comparing measures of sample skewness and kurtosis.” _Journal of the Royal Statistical Society: Series D (The Statistician)_, *47*(1), 183-189. doi:10.1111/1467-9884.00122
method:scott-rule	Scott DW (1979). “On optimal and data-based histograms.” _Biometrika_, *66*(3), 605-610. doi:10.1093/biomet/66.3.605
method:semi-partial-correlation	Aloe AM, Becker BJ (2012). “An effect size for regression predictors in meta-analysis.” _Journal of Educational and Behavioral Statistics_, *37*(2), 278-297. doi:10.3102/1076998610396901
method:sequential-response	Tutz G (1990). “Sequential item response models with an ordered response.” _British Journal of Mathematical and Statistical Psychology_, *43*(1), 39-55. doi:10.1111/j.2044-8317.1990.tb00925.x
method:shannon-entropy	Shannon CE (1948). “A mathematical theory of communication.” _The Bell System Technical Journal_, *27*(3), 379-423. doi:10.1002/j.1538-7305.1948.tb01338.x
method:shapiro-francia	Shapiro SS, Francia RS (1972). “An approximate analysis of variance test for normality.” _Journal of the American Statistical Association_, *67*(337), 215-216. doi:10.1080/01621459.1972.10481232
method:shapiro-francia	Royston P (1993). “A pocket-calculator algorithm for the Shapiro-Francia test for non-normality: an application to medicine.” _Statistics in Medicine_, *12*(2), 181-184. doi:10.1002/sim.4780120209
method:shapiro-wilk	Shapiro SS, Wilk MB (1965). “An analysis of variance test for normality (complete samples).” _Biometrika_, *52*(3-4), 591-611. doi:10.1093/biomet/52.3-4.591
method:shapiro-wilk	Royston JP (1982). “Algorithm AS 181: The W test for normality.” _Journal of the Royal Statistical Society. Series C (Applied Statistics)_, *31*(2), 176-180. doi:10.2307/2347986	background
method:shapiro-wilk	Royston P (1995). “Remark AS R94: A remark on Algorithm AS 181: The W-test for normality.” _Journal of the Royal Statistical Society. Series C (Applied Statistics)_, *44*(4), 547-551. doi:10.2307/2986146
method:silhouette	Rousseeuw PJ (1987). “Silhouettes: a graphical aid to the interpretation and validation of cluster analysis.” _Journal of Computational and Applied Mathematics_, *20*, 53-65. doi:10.1016/0377-0427(87)90125-7
method:silver-nonoverlapping-z	Silver NC, Hittner JB, May K (2004). “Testing dependent correlations with nonoverlapping variables: A Monte Carlo simulation.” _The Journal of Experimental Education_, *73*(1), 53-69. doi:10.3200/JEXE.71.1.53-70
method:simple-exponential-smoothing	Brown RG (1959). _Statistical Forecasting for Inventory Control_. McGraw-Hill, New York.
method:simple-exponential-smoothing	Gardner ES (1985). “Exponential smoothing: the state of the art.” _Journal of Forecasting_, *4*(1), 1-28. doi:10.1002/for.3980040103
method:simplimax	Kiers HAL (1994). “Simplimax: oblique rotation to an optimal target with simple structure.” _Psychometrika_, *59*(4), 567-579. doi:10.1007/BF02294392
method:single-linkage	Sneath PHA (1957). “The application of computers to taxonomy.” _Journal of General Microbiology_, *17*(1), 201-226. doi:10.1099/00221287-17-1-201
method:somers-d	Somers RH (1962). “A new asymmetric measure of association for ordinal variables.” _American Sociological Review_, *27*(6), 799-811. doi:10.2307/2090408
method:spearman-correlation	Spearman C (1904). “The proof and measurement of association between two things.” _The American Journal of Psychology_, *15*(1), 72-101. doi:10.2307/1412159
method:spearman-correlation	Bonett DG, Wright TA (2000). “Sample size requirements for estimating Pearson, Kendall and Spearman correlations.” _Psychometrika_, *65*(1), 23-28. doi:10.1007/BF02294183
method:spectral-biclustering	Kluger Y, Basri R, Chang JT, Gerstein M (2003). “Spectral biclustering of microarray data: coclustering genes and conditions.” _Genome Research_, *13*(4), 703-716. doi:10.1101/gr.648603
method:spline-irt	Winsberg S, Thissen D, Wainer H (1984). “Fitting item characteristic curves with spline functions.” _ETS Research Report Series_, *1984*(2). doi:10.1002/j.2330-8516.1984.tb00080.x
method:spline-irt	Ramsay JO, Winsberg S (1991). “Maximum marginal likelihood estimation for semiparametric item analysis.” _Psychometrika_, *56*(3), 365-379. doi:10.1007/BF02294480
method:split-half	Spearman C (1910). “Correlation calculated from faulty data.” _British Journal of Psychology_, *3*(3), 271-295. doi:10.1111/j.2044-8295.1910.tb00206.x	background
method:split-half	Brown W (1910). “Some experimental results in the correlation of mental abilities.” _British Journal of Psychology_, *3*(3), 296-322. doi:10.1111/j.2044-8295.1910.tb00207.x	background
method:split-half	Rulon PJ (1939). “A simplified procedure for determining the reliability of a test by split-halves.” _Harvard Educational Review_, *9*, 99-103.
method:squarem	Varadhan R, Roland C (2008). “Simple and globally convergent methods for accelerating the convergence of any EM algorithm.” _Scandinavian Journal of Statistics_, *35*(2), 335-353. doi:10.1111/j.1467-9469.2007.00585.x
method:srmr	Maydeu-Olivares A (2013). “Goodness-of-fit assessment of item response theory models.” _Measurement: Interdisciplinary Research and Perspectives_, *11*(3), 71-101. doi:10.1080/15366367.2013.831680
method:standard-error-of-measurement	Weir JP (2005). “Quantifying test-retest reliability using the intraclass correlation coefficient and the SEM.” _Journal of Strength and Conditioning Research_, *19*(1), 231-240. doi:10.1519/15184.1
method:standard-error-of-measurement	de Vet HCW, Terwee CB, Knol DL, Bouter LM (2006). “When to use agreement versus reliability measures.” _Journal of Clinical Epidemiology_, *59*(10), 1033-1039. doi:10.1016/j.jclinepi.2005.10.015
method:steiger-nonoverlapping-z	Olkin I, Finn JD (1995). “Correlations redux.” _Psychological Bulletin_, *118*(1), 155-164. doi:10.1037/0033-2909.118.1.155
method:stl	Cleveland RB, Cleveland WS, McRae JE, Terpenning I (1990). “STL: A seasonal-trend decomposition procedure based on loess.” _Journal of Official Statistics_, *6*(1), 3-73.
method:sturges	Sturges HA (1926). “The choice of a class interval.” _Journal of the American Statistical Association_, *21*(153), 65-66. doi:10.1080/01621459.1926.10502161
method:super-smoother	Friedman JH (1984). _A Variable Span Smoother_. Technical Report LCS 05, Department of Statistics, Stanford University.
method:tandem-criteria	Comrey AL (1967). “Tandem criteria for analytic rotation in factor analysis.” _Psychometrika_, *32*(2), 143-154. doi:10.1007/BF02289422
method:tetrachoric-correlation	Pearson K (1900). “Mathematical contributions to the theory of evolution. VII. On the correlation of characters not quantitatively measurable.” _Philosophical Transactions of the Royal Society of London. Series A_, *195*, 1-47. doi:10.1098/rsta.1900.0022
method:tetrachoric-correlation	Brown MB, Benedetti JK (1977). “On the mean and variance of the tetrachoric correlation coefficient.” _Psychometrika_, *42*(3), 347-355. doi:10.1007/BF02293655
method:theta	Assimakopoulos V, Nikolopoulos K (2000). “The theta model: a decomposition approach to forecasting.” _International Journal of Forecasting_, *16*(4), 521-530. doi:10.1016/S0169-2070(00)00066-2
method:theta	Hyndman RJ, Billah B (2003). “Unmasking the Theta method.” _International Journal of Forecasting_, *19*(2), 287-290. doi:10.1016/S0169-2070(01)00143-1
method:tli	Tucker LR, Lewis C (1973). “A reliability coefficient for maximum likelihood factor analysis.” _Psychometrika_, *38*(1), 1-10. doi:10.1007/BF02291170
method:tli	Bentler PM, Bonett DG (1980). “Significance tests and goodness of fit in the analysis of covariance structures.” _Psychological Bulletin_, *88*(3), 588-606. doi:10.1037/0033-2909.88.3.588
method:tost	Westlake WJ (1981). “Response to T. B. L. Kirkwood: bioequivalence testing — a need to rethink.” _Biometrics_, *37*(3), 589-594. doi:10.2307/2530573	background
method:tost	Schuirmann DJ (1987). “A comparison of the two one-sided tests procedure and the power approach for assessing the equivalence of average bioavailability.” _Journal of Pharmacokinetics and Biopharmaceutics_, *15*(6), 657-680. doi:10.1007/BF01068419
method:trend-seasonal-strength	Wang X, Smith KA, Hyndman RJ (2006). “Characteristic-based clustering for time series data.” _Data Mining and Knowledge Discovery_, *13*(3), 335-364. doi:10.1007/s10618-005-0039-x
method:trimmed-mean-ci	Tukey JW, McLaughlin DH (1963). “Less vulnerable confidence and significance procedures for location based on a single sample: Trimming/Winsorization 1.” _Sankhyā: The Indian Journal of Statistics, Series A_, *25*(3), 331-352.
method:trimmed-mean-ci	Yuen KK (1974). “The two-sample trimmed t for unequal population variances.” _Biometrika_, *61*(1), 165-170. doi:10.1093/biomet/61.1.165
method:tukey-fences	Tukey JW (1977). _Exploratory Data Analysis_. Addison-Wesley, Reading, MA.
method:turnbull	Turnbull BW (1976). “The empirical distribution function with arbitrarily grouped, censored and truncated data.” _Journal of the Royal Statistical Society. Series B (Methodological)_, *38*(3), 290-295. doi:10.1111/j.2517-6161.1976.tb01597.x
method:uncertainty-coefficient	Theil H (1970). “On the estimation of relationships involving qualitative variables.” _American Journal of Sociology_, *76*(1), 103-154. doi:10.1086/224909
method:unidimensionality-eigenvalue-ratio	Reckase MD (1979). “Unifactor latent trait models applied to multifactor tests: Results and implications.” _Journal of Educational Statistics_, *4*(3), 207-230. doi:10.3102/10769986004003207
method:varimax	Kaiser HF (1958). “The varimax criterion for analytic rotation in factor analysis.” _Psychometrika_, *23*(3), 187-200. doi:10.1007/BF02289233
method:violin-plot	Hintze JL, Nelson RD (1998). “Violin plots: a box plot-density trace synergism.” _The American Statistician_, *52*(2), 181-184. doi:10.1080/00031305.1998.10480559
method:wald-test	Wald A (1943). “Tests of statistical hypotheses concerning several parameters when the number of observations is large.” _Transactions of the American Mathematical Society_, *54*(3), 426-482. doi:10.1090/S0002-9947-1943-0012401-3
method:ward-linkage	Ward JH (1963). “Hierarchical grouping to optimize an objective function.” _Journal of the American Statistical Association_, *58*(301), 236-244. doi:10.1080/01621459.1963.10500845
method:ward-linkage	Murtagh F, Legendre P (2014). “Ward's hierarchical agglomerative clustering method: which algorithms implement Ward's criterion?” _Journal of Classification_, *31*(3), 274-295. doi:10.1007/s00357-014-9161-z
method:williams-t2	Hotelling H (1940). “The selection of variates for use in prediction with some comments on the general problem of nuisance parameters.” _The Annals of Mathematical Statistics_, *11*(3), 271-283. doi:10.1214/aoms/1177731867	background
method:williams-t2	Williams EJ (1959). “The comparison of regression variables.” _Journal of the Royal Statistical Society. Series B (Methodological)_, *21*(2), 396-399. doi:10.1111/j.2517-6161.1959.tb00346.x
method:wilson-score-interval	Wilson EB (1927). “Probable inference, the law of succession, and statistical inference.” _Journal of the American Statistical Association_, *22*(158), 209-212. doi:10.1080/01621459.1927.10502953
method:winsorized-sd	Tukey JW (1962). “The future of data analysis.” _The Annals of Mathematical Statistics_, *33*(1), 1-67. doi:10.1214/aoms/1177704711
method:winsorized-sd	Dixon WJ, Tukey JW (1968). “Approximate behavior of the distribution of Winsorized t (trimming/Winsorization 2).” _Technometrics_, *10*(1), 83-98. doi:10.1080/00401706.1968.10490537
method:wle	Warm TA (1989). “Weighted likelihood estimation of ability in item response theory.” _Psychometrika_, *54*(3), 427-450. doi:10.1007/BF02294627
method:wright-map	Wright BD, Stone MH (1979). _Best Test Design_. MESA Press, Chicago.
method:wright-map	Wilson M (2005). _Constructing Measures: An Item Response Modeling Approach_. Lawrence Erlbaum Associates, Mahwah.
mirt	Chalmers P (2026). _mirt: Multidimensional Item Response Theory_. doi:10.32614/CRAN.package.mirt <https://doi.org/10.32614/CRAN.package.mirt>. R package version {version}.
mokken	van der Ark L, Koopman L (2024). _mokken: Conducts Mokken Scale Analysis_. doi:10.32614/CRAN.package.mokken <https://doi.org/10.32614/CRAN.package.mokken>. R package version {version}.
moments	Komsta L, Novomestky F (2022). _moments: Moments, Cumulants, Skewness, Kurtosis and Related Tests_. doi:10.32614/CRAN.package.moments <https://doi.org/10.32614/CRAN.package.moments>. R package version {version}.
mpath	Wang Z (2024). _mpath: Regularized Linear Models_. R package version {version}, <https://CRAN.R-project.org/package=mpath>.
mvtnorm	Genz A, Bretz F, Miwa T, Mi X, Hothorn T (2023). _mvtnorm: Multivariate Normal and t Distributions_. doi:10.32614/CRAN.package.mvtnorm <https://doi.org/10.32614/CRAN.package.mvtnorm>. R package version {version}.
nnet	Ripley B (2025). _nnet: Feed-Forward Neural Networks and Multinomial Log-Linear Models_. doi:10.32614/CRAN.package.nnet <https://doi.org/10.32614/CRAN.package.nnet>. R package version {version}.
nortest	Gross J, Ligges U (2015). _nortest: Tests for Normality_. doi:10.32614/CRAN.package.nortest <https://doi.org/10.32614/CRAN.package.nortest>. R package version {version}.
onewaytests	Dag O, Kasikci M, Dolgun A, Konar NM, Weerahandi S, Ananda M, Sulekli HE (2025). _onewaytests: One-Way Tests in Independent Groups Designs_. doi:10.32614/CRAN.package.onewaytests <https://doi.org/10.32614/CRAN.package.onewaytests>. R package version {version}.
ordinalNet	Wurm M, Rathouz P, Hanlon B (2026). _ordinalNet: Penalized Ordinal Regression_. doi:10.32614/CRAN.package.ordinalNet <https://doi.org/10.32614/CRAN.package.ordinalNet>. R package version {version}.
pROC	Robin X, Turck N, Hainard A, Tiberti N, Lisacek F, Sanchez J, Müller M (2025). _pROC: Display and Analyze ROC Curves_. doi:10.32614/CRAN.package.pROC <https://doi.org/10.32614/CRAN.package.pROC>. R package version {version}.
paper:GPArotation	Bernaards CA, Jennrich RI (2005). “Gradient projection algorithms and software for arbitrary rotation criteria in factor analysis.” _Educational and Psychological Measurement_, *65*(5), 676-696. doi:10.1177/0013164404272507
paper:biclust	Kaiser S, Leisch F (2008). “A Toolbox for Bicluster Analysis in R.” In _COMPSTAT 2008: Proceedings in Computational Statistics_, 201-208. Physica-Verlag, Heidelberg.
paper:cluster	Struyf A, Hubert M, Rousseeuw P (1997). “Clustering in an Object-Oriented Environment.” _Journal of Statistical Software_, *1*(4), 1-30. doi:10.18637/jss.v001.i04
paper:d3	Bostock M, Ogievetsky V, Heer J (2011). “D³: Data-Driven Documents.” _IEEE Transactions on Visualization and Computer Graphics_, *17*(12), 2301-2309. doi:10.1109/TVCG.2011.185
paper:eha	Broström G (2022). _Event History Analysis with R_, 2nd edition. Chapman and Hall/CRC, Boca Raton. doi:10.1201/9780429503764
paper:forecast	Hyndman RJ, Khandakar Y (2008). “Automatic time series forecasting: the forecast package for R.” _Journal of Statistical Software_, *27*(3), 1-22. doi:10.18637/jss.v027.i03 <https://doi.org/10.18637/jss.v027.i03>.
paper:icenReg	Anderson-Bergman C (2017). “icenReg: Regression Models for Interval Censored Data in R.” _Journal of Statistical Software_, *81*(12), 1-23. doi:10.18637/jss.v081.i12
paper:lme4	Bates D, Mächler M, Bolker B, Walker S (2015). “Fitting Linear Mixed-Effects Models Using lme4.” _Journal of Statistical Software_, *67*(1), 1-48. doi:10.18637/jss.v067.i01 <https://doi.org/10.18637/jss.v067.i01>.
paper:mirt	Chalmers RP (2012). “mirt: A Multidimensional Item Response Theory Package for the R Environment.” _Journal of Statistical Software_, *48*(6), 1-29. doi:10.18637/jss.v048.i06 <https://doi.org/10.18637/jss.v048.i06>.
paper:mokken	Van der Ark LA (2007). “Mokken Scale Analysis in R.” _Journal of Statistical Software_, *20*(11), 1-19. doi:10.18637/jss.v020.i11 <https://doi.org/10.18637/jss.v020.i11>.
paper:mokken	Van der Ark LA (2012). “New Developments in Mokken Scale Analysis in R.” _Journal of Statistical Software_, *48*(5), 1-27. doi:10.18637/jss.v048.i05 <https://doi.org/10.18637/jss.v048.i05>.
paper:ppcor	Kim S (2015). “ppcor: an R package for a fast calculation to semi-partial correlation coefficients.” _Communications for Statistical Applications and Methods_, *22*(6), 665-674. doi:10.5351/CSAM.2015.22.6.665
paper:strucchange	Zeileis A, Leisch F, Hornik K, Kleiber C (2002). “strucchange: An R Package for Testing for Structural Change in Linear Regression Models.” _Journal of Statistical Software_, *7*(2), 1-38. doi:10.18637/jss.v007.i02 <https://doi.org/10.18637/jss.v007.i02>.
paper:strucchange	Zeileis A, Kleiber C, Krämer W, Hornik K (2003). “Testing and Dating of Structural Changes in Practice.” _Computational Statistics & Data Analysis_, *44*(1-2), 109-123. doi:10.1016/S0167-9473(03)00030-6
polycor	Fox J (2025). _polycor: Polychoric and Polyserial Correlations_. doi:10.32614/CRAN.package.polycor <https://doi.org/10.32614/CRAN.package.polycor>. R package version {version}.
ppcor	Kim S (2015). _ppcor: Partial and Semi-Partial (Part) Correlation_. doi:10.32614/CRAN.package.ppcor <https://doi.org/10.32614/CRAN.package.ppcor>. R package version {version}.
psych	Revelle W (2026). _psych: Procedures for Psychological, Psychometric, and Personality Research_. Northwestern University, Evanston, Illinois. R package version {version}, <https://CRAN.R-project.org/package=psych>.
pwr	Champely S (2020). _pwr: Basic Functions for Power Analysis_. doi:10.32614/CRAN.package.pwr <https://doi.org/10.32614/CRAN.package.pwr>. R package version {version}.
ref:agresti-2002	Agresti A (2002). _Categorical Data Analysis_, 2nd edition. Wiley, Hoboken, NJ. doi:10.1002/0471249688
ref:birnbaum-1968	Birnbaum A (1968). “Some latent trait models and their use in inferring an examinee's ability.” In Lord FM, Novick MR, _Statistical Theories of Mental Test Scores_, 397-479. Addison-Wesley, Reading.
ref:box-jenkins-1970	Box GEP, Jenkins GM (1970). _Time Series Analysis: Forecasting and Control_. Holden-Day, San Francisco.
ref:browne-2001	Browne MW (2001). “An overview of analytic rotation in exploratory factor analysis.” _Multivariate Behavioral Research_, *36*(1), 111-150. doi:10.1207/s15327906mbr3601_05
ref:cox-1972	Cox DR (1972). “Regression models and life-tables.” _Journal of the Royal Statistical Society. Series B (Methodological)_, *34*(2), 187-202. doi:10.1111/j.2517-6161.1972.tb00899.x
ref:cramer-1946	Cramér H (1946). _Mathematical Methods of Statistics_. Princeton University Press, Princeton, NJ.
ref:dunn-clark-1969	Dunn OJ, Clark VA (1969). “Correlation coefficients measured on the same individuals.” _Journal of the American Statistical Association_, *64*(325), 366-377. doi:10.1080/01621459.1969.10500981
ref:efron-tibshirani-1993	Efron B, Tibshirani RJ (1993). _An Introduction to the Bootstrap_. Chapman & Hall, New York. doi:10.1007/978-1-4899-4541-9
ref:gower-1967	Gower JC (1967). “A comparison of some methods of cluster analysis.” _Biometrics_, *23*(4), 623-637. doi:10.2307/2528417
ref:hyndman-athanasopoulos-2021	Hyndman RJ, Athanasopoulos G (2021). _Forecasting: Principles and Practice_, 3rd edition. OTexts, Melbourne. <https://OTexts.com/fpp3>
ref:kalbfleisch-prentice-2002	Kalbfleisch JD, Prentice RL (2002). _The Statistical Analysis of Failure Time Data_, 2nd edition. Wiley, Hoboken. doi:10.1002/9781118032985
ref:kaufman-rousseeuw-1990	Kaufman L, Rousseeuw PJ (1990). “Partitioning around medoids (Program PAM).” In _Finding Groups in Data: An Introduction to Cluster Analysis_, 68-125. John Wiley & Sons, Hoboken. doi:10.1002/9780470316801.ch2
ref:lord-1980	Lord FM (1980). _Applications of Item Response Theory to Practical Testing Problems_. Lawrence Erlbaum Associates, Hillsdale.
ref:mokken-1971	Mokken RJ (1971). _A Theory and Procedure of Scale Analysis: With Applications in Political Research_. De Gruyter, Berlin.
ref:olkin-1967	Olkin I (1967). “Correlations revisited.” In Stanley JC (ed.), _Improving Experimental Design and Statistical Analysis_, 102-128. Rand McNally, Chicago, IL.
ref:olkin-siotani-1976	Olkin I, Siotani M (1976). “Asymptotic distribution of functions of a correlation matrix.” In Ikeda S (ed.), _Essays in Probability and Statistics_, 235-251. Shinko Tsusho, Tokyo.
ref:pearson-1900	Pearson K (1900). “On the criterion that a given system of deviations from the probable in the case of a correlated system of variables is such that it can be reasonably supposed to have arisen from random sampling.” _The London, Edinburgh, and Dublin Philosophical Magazine and Journal of Science_, *50*(302), 157-175. doi:10.1080/14786440009463897
ref:revelle-condon-2019	Revelle W, Condon DM (2019). “Reliability from α to ω: a tutorial.” _Psychological Assessment_, *31*(12), 1395-1411. doi:10.1037/pas0000754
ref:silver-dunlap-1987	Silver NC, Dunlap WP (1987). “Averaging correlation coefficients: Should Fisher's z transformation be used?” _Journal of Applied Psychology_, *72*(1), 146-148. doi:10.1037/0021-9010.72.1.146
ref:silverman-1986	Silverman BW (1986). _Density Estimation for Statistics and Data Analysis_. Chapman and Hall, London.
ref:simes-1986	Simes RJ (1986). “An improved Bonferroni procedure for multiple tests of significance.” _Biometrika_, *73*(3), 751-754. doi:10.1093/biomet/73.3.751
ref:sokal-michener-1958	Sokal RR, Michener CD (1958). “A statistical method for evaluating systematic relationships.” _University of Kansas Science Bulletin_, *38*, 1409-1438.
ref:steiger-1980	Steiger JH (1980). “Tests for comparing elements of a correlation matrix.” _Psychological Bulletin_, *87*(2), 245-251. doi:10.1037/0033-2909.87.2.245
ref:therneau-grambsch-2000	Therneau TM, Grambsch PM (2000). _Modeling Survival Data: Extending the Cox Model_. Springer, New York. doi:10.1007/978-1-4757-3294-8
ref:wellner-1997	Wellner JA, Zhan Y (1997). “A hybrid algorithm for computation of the nonparametric maximum likelihood estimator from censored data.” _Journal of the American Statistical Association_, *92*(439), 945-959. doi:10.1080/01621459.1997.10474049
ref:wilcox-2009	Wilcox RR (2009). _Basic Statistics: Understanding Conventional Methods and Modern Insights_. Oxford University Press, New York. doi:10.1093/oso/9780195315103.001.0001
ref:wright-masters-1982	Wright BD, Masters GN (1982). _Rating Scale Analysis_. MESA Press, Chicago.
